second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
71.0;11;0;14;0.3333333432674408;0.4285714328289032;0.31982898712158203;0.5453763008117676;0.363006591796875;1092;0.33242008090019226;0.4273972511291504;0;0;0;14;0
71.0;18;26;9;0.2142857164144516;0.5714285969734192;0.08722364157438278;0.45462366938591003;0.0989990234375;891;0.27123287320137024;0.5726027488708496;0;0;0;9;0
72.0;18;26;24;0.4444444477558136;0.4444444477558136;0.477303683757782;0.477303683757782;0.48398590087890625;2376;0.5038167834281921;0.5038167834281921;0;0;0;33;0
72.0;11;0;30;0.5555555820465088;0.5555555820465088;0.522696316242218;0.522696316242218;0.5300140380859375;2340;0.49618321657180786;0.49618321657180786;0;0;0;44;0
73.0;18;26;17;0.9444444179534912;0.9444444179534912;0.9988719820976257;0.9988719820976257;0.8850021362304688;1683;0.9557070136070251;0.9557070136070251;0;0;0;50;0
73.0;11;0;1;0.0555555559694767;0.0555555559694767;0.0011280461912974715;0.0011280461912974715;0.00099945068359375;78;0.04429301619529724;0.04429301619529724;0;0;0;45;0
74.0;18;26;3;0.05454545468091965;0.23636363446712494;0.08655758947134018;0.15477965772151947;0.08499908447265625;297;0.06508875638246536;0.28205129504203796;0;0;0;53;0
74.0;11;0;2;0.036363635212183;0.38181817531585693;0.0010177760850638151;0.18635402619838715;0.00099945068359375;156;0.03418803587555885;0.3589743673801422;0;0;0;47;0
74.0;19;0;19;0.34545454382896423;0.38181817531585693;0.18533626198768616;0.18635402619838715;0.18199920654296875;1482;0.32478633522987366;0.3589743673801422;0;0;0;19;0
74.0;14;1;21;0.38181817531585693;0.38181817531585693;0.658866286277771;0.658866286277771;0.647003173828125;1638;0.3589743673801422;0.3589743673801422;0;0;0;21;0
74.0;16;26;10;0.1818181872367859;0.23636363446712494;0.06822207570075989;0.15477965772151947;0.06699371337890625;990;0.216962531208992;0.28205129504203796;0;0;0;10;0
75.0;19;0;19;0.35849055647850037;0.35849055647850037;0.10309997200965881;0.10309997200965881;0.105987548828125;1482;0.33468833565711975;0.33468833565711975;0;0;0;38;0
75.0;14;1;20;0.37735849618911743;0.37735849618911743;0.7091500163078308;0.7091500163078308;0.7290115356445312;1560;0.35230353474617004;0.35230353474617004;0;0;0;41;0
75.0;16;26;14;0.2641509473323822;0.2641509473323822;0.18775001168251038;0.18775001168251038;0.1930084228515625;1386;0.3130081295967102;0.3130081295967102;0;0;0;24;0
76.0;19;0;1;0.025641025975346565;0.025641025975346565;0.0010531647130846977;0.0010531647130846977;0.00099945068359375;78;0.022947926074266434;0.022947926074266434;0;0;0;39;0
76.0;16;26;17;0.43589743971824646;0.43589743971824646;0.4531020224094391;0.4531020224094391;0.42999267578125;1683;0.49514561891555786;0.49514561891555786;0;0;0;41;0
76.0;14;1;21;0.5384615659713745;0.5384615659713745;0.5458447933197021;0.5458447933197021;0.51800537109375;1638;0.4819064438343048;0.4819064438343048;0;0;0;62;0
77.0;16;26;9;0.36000001430511475;0.36000001430511475;0.4826618731021881;0.4826618731021881;0.48700714111328125;891;0.35970932245254517;0.35970932245254517;0;0;0;50;0
77.0;14;1;3;0.11999999731779099;0.11999999731779099;0.1278468370437622;0.1278468370437622;0.128997802734375;234;0.0944691151380539;0.0944691151380539;0;0;0;65;0
77.0;18;23;13;0.5199999809265137;0.5199999809265137;0.3894912600517273;0.3894912600517273;0.39299774169921875;1352;0.5458215475082397;0.5458215475082397;0;0;0;60;0
78.0;16;26;3;0.1111111119389534;0.37037035822868347;0.10267478227615356;0.4021395146846771;0.09600067138671875;297;0.10768672823905945;0.3589557707309723;0;0;0;53;0
78.0;18;23;17;0.6296296119689941;0.6296296119689941;0.5978605151176453;0.5978605151176453;0.5589981079101562;1768;0.6410442590713501;0.6410442590713501;0;0;0;77;0
78.0;3;26;7;0.25925925374031067;0.37037035822868347;0.29946470260620117;0.4021395146846771;0.279998779296875;693;0.25126904249191284;0.3589557707309723;0;0;0;7;0
79.0;18;23;7;0.21875;0.21875;0.06415824592113495;0.06415824592113495;0.0630035400390625;728;0.2272869199514389;0.2272869199514389;0;0;0;84;0
79.0;3;26;25;0.78125;0.78125;0.9358417391777039;0.9358417391777039;0.9189987182617188;2475;0.7727130651473999;0.7727130651473999;0;0;0;32;0
80.0;3;26;18;0.8571428656578064;1.0;0.8479995727539062;1.0;0.8479995727539062;1782;0.8571428656578064;1.0;0;0;0;50;0
80.0;4;26;3;0.1428571492433548;1.0;0.15200042724609375;1.0;0.15200042724609375;297;0.1428571492433548;1.0;0;0;0;3;0
81.0;3;26;3;0.09677419066429138;1.0;0.10900115966796875;1.0;0.10900115966796875;297;0.09677419066429138;1.0;0;0;0;53;0
81.0;4;26;28;0.9032257795333862;1.0;0.8909988403320312;1.0;0.8909988403320312;2772;0.9032257795333862;1.0;0;0;0;31;0
82.0;4;26;19;0.7599999904632568;0.7599999904632568;0.6894479393959045;0.6894479393959045;0.5750045776367188;1881;0.8007662892341614;0.8007662892341614;0;0;0;50;0
82.0;1;2;3;0.11999999731779099;0.11999999731779099;0.08632849901914597;0.08632849901914597;0.07199859619140625;234;0.09961685538291931;0.09961685538291931;0;0;0;3;0
82.0;2;6;3;0.11999999731779099;0.11999999731779099;0.2242235690355301;0.2242235690355301;0.18700408935546875;234;0.09961685538291931;0.09961685538291931;0;0;0;3;0
83.0;4;26;3;0.06818182021379471;0.06818182021379471;0.039566878229379654;0.039566878229379654;0.03699493408203125;297;0.08497854322195053;0.08497854322195053;0;0;0;53;0
83.0;6;0;36;0.8181818127632141;0.8181818127632141;0.6898459196090698;0.6898459196090698;0.6450042724609375;2808;0.8034334778785706;0.8034334778785706;0;0;0;264;0
83.0;22;8;5;0.11363636702299118;0.11363636702299118;0.27058717608451843;0.27058717608451843;0.25299835205078125;390;0.11158798635005951;0.11158798635005951;0;0;0;5;0
84.0;6;0;4;0.072727270424366;0.072727270424366;0.05369952321052551;0.05369952321052551;0.05300140380859375;312;0.072727270424366;0.072727270424366;0;0;0;268;0
84.0;22;8;51;0.9272727370262146;0.9272727370262146;0.9463004469871521;0.9463004469871521;0.9339981079101562;3978;0.9272727370262146;0.9272727370262146;0;0;0;56;0
85.0;22;8;4;0.11428571492433548;0.11428571492433548;0.1386386752128601;0.1386386752128601;0.12200164794921875;312;0.11428571492433548;0.11428571492433548;0;0;0;60;0
85.0;8;23;21;0.6000000238418579;0.6000000238418579;0.5113617777824402;0.5113617777824402;0.4499969482421875;1638;0.6000000238418579;0.6000000238418579;0;0;0;21;0
85.0;23;6;10;0.2857142984867096;0.2857142984867096;0.3499995768070221;0.3499995768070221;0.3079986572265625;780;0.2857142984867096;0.2857142984867096;0;0;0;64;0
86.0;8;23;5;0.09803921729326248;0.09803921729326248;0.11671974509954453;0.11671974509954453;0.11800384521484375;390;0.09803921729326248;0.09803921729326248;0;0;0;26;0
86.0;23;6;38;0.7450980544090271;0.7450980544090271;0.7606290578842163;0.7606290578842163;0.7689971923828125;2964;0.7450980544090271;0.7450980544090271;0;0;0;102;0
86.0;6;0;8;0.1568627506494522;0.1568627506494522;0.12265118956565857;0.12265118956565857;0.12400054931640625;624;0.1568627506494522;0.1568627506494522;0;0;0;276;0
87.0;23;6;5;0.10869564861059189;0.3478260934352875;0.21710368990898132;0.617376983165741;0.160003662109375;390;0.10067114233970642;0.3959731459617615;0;0;0;107;0
87.0;6;0;30;0.6521739363670349;0.6521739363670349;0.38262301683425903;0.38262301683425903;0.28199005126953125;2340;0.6040268540382385;0.6040268540382385;0;0;0;306;0
87.0;15;6;11;0.239130437374115;0.3478260934352875;0.40027329325675964;0.617376983165741;0.2949981689453125;1144;0.29530200362205505;0.3959731459617615;0;0;0;43;0
88.0;6;0;3;0.0810810774564743;0.0810810774564743;0.08255206048488617;0.08255206048488617;0.07900238037109375;234;0.06923077255487442;0.06923077255487442;0;0;0;309;0
88.0;14;18;15;0.4054054021835327;0.4054054021835327;0.40230077505111694;0.40230077505111694;0.38500213623046875;1170;0.3461538553237915;0.3461538553237915;0;0;0;15;0
88.0;25;6;12;0.3243243098258972;0.5135135054588318;0.32810357213020325;0.5151471495628357;0.313995361328125;1248;0.3692307770252228;0.5846154093742371;0;0;0;12;0
88.0;15;6;7;0.18918919563293457;0.5135135054588318;0.18704359233379364;0.5151471495628357;0.1790008544921875;728;0.2153846174478531;0.5846154093742371;0;0;0;50;0
89.0;15;6;1;0.020408162847161293;0.44897958636283875;0.05775274708867073;0.5909651517868042;0.06000518798828125;104;0.023668639361858368;0.5207100510597229;0;0;0;51;0
89.0;14;18;27;0.5510203838348389;0.5510203838348389;0.4090348482131958;0.4090348482131958;0.42498779296875;2106;0.4792899489402771;0.4792899489402771;0;0;0;42;0
89.0;25;6;21;0.4285714328289032;0.44897958636283875;0.533212423324585;0.5909651517868042;0.5540084838867188;2184;0.4970414340496063;0.5207100510597229;0;0;0;33;0
90.0;14;18;30;0.5555555820465088;0.5555555820465088;0.478950560092926;0.478950560092926;0.4660186767578125;2340;0.4838709533214569;0.4838709533214569;0;0;0;72;0
90.0;25;6;24;0.4444444477558136;0.4444444477558136;0.521049439907074;0.521049439907074;0.5069808959960938;2496;0.5161290168762207;0.5161290168762207;0;0;0;57;0
91.0;14;18;34;0.5573770403862;0.5573770403862;0.5418827533721924;0.5418827533721924;0.5500106811523438;2652;0.48571428656578064;0.48571428656578064;0;0;0;106;0
91.0;25;6;27;0.44262295961380005;0.44262295961380005;0.45811721682548523;0.45811721682548523;0.46498870849609375;2808;0.5142857432365417;0.5142857432365417;0;0;0;84;0
92.0;14;18;30;0.5454545617103577;0.5454545617103577;0.6063842177391052;0.6063842177391052;0.5900115966796875;2340;0.4736842215061188;0.4736842215061188;0;0;0;136;0
92.0;25;6;25;0.4545454680919647;0.4545454680919647;0.3936157822608948;0.3936157822608948;0.38298797607421875;2600;0.5263158082962036;0.5263158082962036;0;0;0;109;0
93.0;14;18;42;0.6086956262588501;0.6086956262588501;0.6820797920227051;0.6820797920227051;0.7080001831054688;3276;0.5384615659713745;0.5384615659713745;0;0;0;178;0
93.0;25;6;27;0.3913043439388275;0.3913043439388275;0.3179202079772949;0.3179202079772949;0.3300018310546875;2808;0.4615384638309479;0.4615384638309479;0;0;0;136;0
94.0;14;18;33;0.5593220591545105;0.5593220591545105;0.5029653310775757;0.5029653310775757;0.5059814453125;2574;0.4876847267150879;0.4876847267150879;0;0;0;211;0
94.0;25;6;26;0.4406779706478119;0.4406779706478119;0.4970346987247467;0.4970346987247467;0.5000152587890625;2704;0.5123152732849121;0.5123152732849121;0;0;0;162;0
95.0;14;18;34;0.5862069129943848;0.5862069129943848;0.5651838183403015;0.5651838183403015;0.5810089111328125;2652;0.5151515007019043;0.5151515007019043;0;0;0;245;0
95.0;25;6;24;0.4137931168079376;0.4137931168079376;0.4348161816596985;0.4348161816596985;0.446990966796875;2496;0.4848484992980957;0.4848484992980957;0;0;0;186;0
96.0;25;6;27;0.5;0.5;0.618888795375824;0.618888795375824;0.5959930419921875;2808;0.5714285969734192;0.5714285969734192;0;0;0;213;0
96.0;14;18;27;0.5;0.5;0.381111204624176;0.381111204624176;0.36701202392578125;2106;0.4285714328289032;0.4285714328289032;0;0;0;272;0
97.0;14;18;31;0.5535714030265808;0.5535714030265808;0.6587184071540833;0.6587184071540833;0.6620101928710938;2418;0.4818652868270874;0.4818652868270874;0;0;0;303;0
97.0;25;6;25;0.4464285671710968;0.4464285671710968;0.34128159284591675;0.34128159284591675;0.342987060546875;2600;0.5181347131729126;0.5181347131729126;0;0;0;238;0
98.0;14;18;35;0.5833333134651184;0.5833333134651184;0.5403661727905273;0.5403661727905273;0.5219955444335938;2730;0.5121951103210449;0.5121951103210449;0;0;0;338;0
98.0;25;6;25;0.4166666567325592;0.4166666567325592;0.45963385701179504;0.45963385701179504;0.44400787353515625;2600;0.4878048896789551;0.4878048896789551;0;0;0;263;0
99.0;25;6;22;0.4583333432674408;0.4583333432674408;0.5970150232315063;0.5970150232315063;0.5999984741210938;2288;0.5301204919815063;0.5301204919815063;0;0;0;285;0
99.0;14;18;26;0.5416666865348816;0.5416666865348816;0.40298494696617126;0.40298494696617126;0.404998779296875;2028;0.46987950801849365;0.46987950801849365;0;0;0;364;0
100.0;14;18;26;0.5652173757553101;0.5652173757553101;0.6430764198303223;0.6430764198303223;0.6360015869140625;2028;0.49367088079452515;0.49367088079452515;0;0;0;390;0
100.0;25;6;20;0.43478259444236755;0.43478259444236755;0.35692355036735535;0.35692355036735535;0.352996826171875;2080;0.5063291192054749;0.5063291192054749;0;0;0;305;0
101.0;14;18;21;0.47727271914482117;0.47727271914482117;0.32598677277565;0.32598677277565;0.34000396728515625;1638;0.40645161271095276;0.40645161271095276;0;0;0;411;0
101.0;25;6;23;0.5227272510528564;0.5227272510528564;0.6740131974220276;0.6740131974220276;0.7029953002929688;2392;0.5935483574867249;0.5935483574867249;0;0;0;328;0
102.0;14;18;3;0.5121951103210449;0.0731707289814949;0.6939212679862976;0.07127948105335236;0.06800079345703125;234;0.4921875;0.05712890625;0;0;0;414;0
102.0;25;6;20;0.4878048896789551;0.4878048896789551;0.30607870221138;0.30607870221138;0.29199981689453125;2080;0.5078125;0.5078125;0;0;0;348;0
102.0;14;26;18;0.5121951103210449;0.4390243887901306;0.6939212679862976;0.6226418018341064;0.5940017700195312;1782;0.4921875;0.43505859375;0;0;0;18;0
103.0;14;26;18;0.5;0.5;0.3906489908695221;0.3906489908695221;0.4019775390625;1782;0.4876847267150879;0.4876847267150879;0;0;0;36;0
103.0;25;6;18;0.5;0.5;0.6093510389328003;0.6093510389328003;0.6270217895507812;1872;0.5123152732849121;0.5123152732849121;0;0;0;366;0
104.0;14;26;15;0.3658536672592163;0.5853658318519592;0.26694437861442566;0.7037491202354431;0.264007568359375;1485;0.35834941267967224;0.5733590722084045;0;0;0;51;0
104.0;25;6;17;0.6341463327407837;0.4146341383457184;0.733055591583252;0.2962508797645569;0.29299163818359375;1768;0.6416505575180054;0.42664092779159546;0;0;0;383;0
104.0;25;26;9;0.6341463327407837;0.5853658318519592;0.733055591583252;0.7037491202354431;0.43199920654296875;891;0.6416505575180054;0.5733590722084045;0;0;0;9;0
105.0;14;26;2;0.06896551698446274;0.931034505367279;0.03750137612223625;0.92115318775177;0.03900146484375;198;0.06872613728046417;0.9278028607368469;0;0;0;53;0
105.0;25;6;2;0.931034505367279;0.06896551698446274;0.9624986052513123;0.07884678989648819;0.082000732421875;208;0.931273877620697;0.07219715416431427;0;0;0;385;0
105.0;25;26;25;0.931034505367279;0.931034505367279;0.9624986052513123;0.92115318775177;0.9189987182617188;2475;0.931273877620697;0.9278028607368469;0;0;0;34;0
106.0;25;26;17;0.8799999952316284;0.6800000071525574;0.7918010950088501;0.595470130443573;0.552001953125;1683;0.9039803147315979;0.6906031966209412;0;0;0;51;0
106.0;25;6;5;0.8799999952316284;0.20000000298023224;0.7918010950088501;0.1963309794664383;0.18199920654296875;520;0.9039803147315979;0.21337710320949554;0;0;0;390;0
106.0;16;7;3;0.11999999731779099;0.11999999731779099;0.2081989049911499;0.2081989049911499;0.19300079345703125;234;0.0960196927189827;0.0960196927189827;0;0;0;3;0
107.0;25;26;2;0.040816325694322586;0.040816325694322586;0.06916958838701248;0.06916958838701248;0.06999969482421875;198;0.05124223604798317;0.05124223604798317;0;0;0;53;0
107.0;16;7;47;0.9591836929321289;0.9591836929321289;0.9308304190635681;0.9308304190635681;0.9420013427734375;3666;0.9487577676773071;0.9487577676773071;0;0;0;50;0
108.0;16;7;10;0.2631579041481018;0.2631579041481018;0.3174433410167694;0.3174433410167694;0.352996826171875;780;0.25242719054222107;0.25242719054222107;0;0;0;60;0
108.0;18;23;22;0.5789473652839661;0.5789473652839661;0.47932103276252747;0.47932103276252747;0.5330047607421875;1716;0.5553398132324219;0.5553398132324219;0;0;0;106;0
108.0;22;26;6;0.15789473056793213;0.15789473056793213;0.20323562622070312;0.20323562622070312;0.2259979248046875;594;0.19223301112651825;0.19223301112651825;0;0;0;6;0
109.0;18;23;17;0.5483871102333069;0.5483871102333069;0.4147714376449585;0.4147714376449585;0.347991943359375;1326;0.4889380633831024;0.4889380633831024;0;0;0;123;0
109.0;22;26;14;0.4516128897666931;0.4516128897666931;0.5852285623550415;0.5852285623550415;0.49100494384765625;1386;0.51106196641922;0.51106196641922;0;0;0;20;0
110.0;18;23;26;0.5416666865348816;0.5416666865348816;0.6187658905982971;0.6187658905982971;0.6200027465820312;2028;0.4821683168411255;0.4821683168411255;0;0;0;149;0
110.0;22;26;22;0.4583333432674408;0.4583333432674408;0.3812341094017029;0.3812341094017029;0.38199615478515625;2178;0.5178316831588745;0.5178316831588745;0;0;0;42;0
111.0;18;23;35;0.7142857313156128;0.7142857313156128;0.6404080986976624;0.6404080986976624;0.6910018920898438;2730;0.6632652878761292;0.6632652878761292;0;0;0;184;0
111.0;22;26;11;0.22448979318141937;0.2857142984867096;0.2752586007118225;0.35959187150001526;0.29700469970703125;1089;0.2645772695541382;0.33673468232154846;0;0;0;53;0
111.0;13;26;3;0.06122449040412903;0.2857142984867096;0.08433326333761215;0.35959187150001526;0.09099578857421875;297;0.07215743511915207;0.33673468232154846;0;0;0;71;0
112.0;18;23;29;0.5686274766921997;0.5686274766921997;0.6055209636688232;0.6055209636688232;0.5710067749023438;2262;0.5094594359397888;0.5094594359397888;0;0;0;213;0
112.0;13;26;22;0.4313725531101227;0.4313725531101227;0.39447900652885437;0.39447900652885437;0.3719940185546875;2178;0.4905405342578888;0.4905405342578888;0;0;0;93;0
113.0;13;26;22;0.4888888895511627;0.4888888895511627;0.588369607925415;0.588369607925415;0.5760116577148438;2178;0.5483383536338806;0.5483383536338806;0;0;0;115;0
113.0;18;23;23;0.5111111402511597;0.5111111402511597;0.41163039207458496;0.41163039207458496;0.402984619140625;1794;0.451661616563797;0.451661616563797;0;0;0;236;0
114.0;18;23;12;0.2666666805744171;0.2666666805744171;0.2186254858970642;0.2186254858970642;0.21600341796875;936;0.21777570247650146;0.21777570247650146;0;0;0;248;0
114.0;13;26;6;0.13333334028720856;0.31111112236976624;0.02024710364639759;0.08400772511959076;0.0200042724609375;594;0.13820381462574005;0.3224755823612213;0;0;0;121;0
114.0;24;6;19;0.42222222685813904;0.42222222685813904;0.6973667740821838;0.6973667740821838;0.6890029907226562;1976;0.4597487151622772;0.4597487151622772;0;0;0;71;0
114.0;10;26;8;0.17777778208255768;0.31111112236976624;0.06376061588525772;0.08400772511959076;0.06299591064453125;792;0.18427175283432007;0.3224755823612213;0;0;0;8;0
115.0;10;26;20;0.4878048896789551;0.4878048896789551;0.44891366362571716;0.44891366362571716;0.45699310302734375;1980;0.4755043089389801;0.4755043089389801;0;0;0;28;0
115.0;24;6;21;0.5121951103210449;0.5121951103210449;0.5510863065719604;0.5510863065719604;0.561004638671875;2184;0.5244956612586975;0.5244956612586975;0;0;0;92;0
116.0;10;26;18;0.44999998807907104;0.44999998807907104;0.36758264899253845;0.36758264899253845;0.3719940185546875;1782;0.45528870820999146;0.45528870820999146;0;0;0;46;0
116.0;24;6;16;0.4000000059604645;0.4000000059604645;0.5158204436302185;0.5158204436302185;0.5220108032226562;1664;0.42514052987098694;0.42514052987098694;0;0;0;108;0
116.0;17;16;6;0.15000000596046448;0.15000000596046448;0.11659692972898483;0.11659692972898483;0.1179962158203125;468;0.1195707693696022;0.1195707693696022;0;0;0;6;0
117.0;17;16;25;0.4901960790157318;0.4901960790157318;0.6327330470085144;0.6327330470085144;0.553009033203125;1950;0.42171281576156616;0.42171281576156616;0;0;0;31;0
117.0;10;26;6;0.11764705926179886;0.11764705926179886;0.0491982139647007;0.0491982139647007;0.042999267578125;594;0.12846021354198456;0.12846021354198456;0;0;0;52;0
117.0;24;6;20;0.3921568691730499;0.3921568691730499;0.3180687427520752;0.3180687427520752;0.27799224853515625;2080;0.4498269855976105;0.4498269855976105;0;0;0;128;0
118.0;10;26;2;0.05263157933950424;0.05263157933950424;0.01033010520040989;0.01033010520040989;0.0110015869140625;198;0.05786089971661568;0.05786089971661568;0;0;0;54;0
118.0;17;16;20;0.5263158082962036;0.5263158082962036;0.4244154393672943;0.4244154393672943;0.45200347900390625;1560;0.4558737576007843;0.4558737576007843;0;0;0;51;0
118.0;24;6;16;0.42105263471603394;0.42105263471603394;0.5652544498443604;0.5652544498443604;0.6019973754882812;1664;0.4862653315067291;0.4862653315067291;0;0;0;144;0
119.0;17;16;23;0.5227272510528564;0.5227272510528564;0.5640960931777954;0.5640960931777954;0.5279922485351562;1794;0.457886666059494;0.457886666059494;0;0;0;74;0
119.0;24;6;9;0.47727271914482117;0.20454545319080353;0.4359039068222046;0.09508244693279266;0.08899688720703125;936;0.5421133041381836;0.2388973981142044;0;0;0;153;0
119.0;24;26;12;0.47727271914482117;0.27272728085517883;0.4359039068222046;0.3408214747905731;0.31900787353515625;1188;0.5421133041381836;0.3032159209251404;0;0;0;12;0
120.0;17;16;31;0.5849056839942932;0.5849056839942932;0.4639618694782257;0.4639618694782257;0.46999359130859375;2418;0.5243982076644897;0.5243982076644897;0;0;0;105;0
120.0;24;6;3;0.4150943458080292;0.056603774428367615;0.5360381603240967;0.06120835244655609;0.06200408935546875;312;0.47560182213783264;0.06766428053379059;0;0;0;156;0
120.0;24;26;19;0.4150943458080292;0.35849055647850037;0.5360381603240967;0.4748297929763794;0.4810028076171875;1881;0.47560182213783264;0.40793752670288086;0;0;0;31;0
121.0;17;16;27;0.5510203838348389;0.5510203838348389;0.5275751948356628;0.5275751948356628;0.5259933471679688;2106;0.4940182864665985;0.4940182864665985;0;0;0;132;0
121.0;24;26;21;0.4285714328289032;0.4285714328289032;0.47142234444618225;0.47142234444618225;0.47000885009765625;2079;0.4876847267150879;0.4876847267150879;0;0;0;52;0
121.0;5;18;1;0.020408162847161293;0.020408162847161293;0.0010024564107879996;0.0010024564107879996;0.00099945068359375;78;0.018296973779797554;0.018296973779797554;0;0;0;1;0
122.0;24;26;1;0.019999999552965164;0.05999999865889549;0.034222207963466644;0.08127162605524063;0.0319976806640625;99;0.024981074035167694;0.07494322210550308;0;0;0;53;0
122.0;17;16;13;0.30000001192092896;0.25999999046325684;0.5657598376274109;0.5187104344367981;0.48499298095703125;1014;0.30582892894744873;0.25586676597595215;0;0;0;145;0
122.0;5;18;34;0.6800000071525574;0.6800000071525574;0.40001794695854187;0.40001794695854187;0.37401580810546875;2652;0.669189989566803;0.669189989566803;0;0;0;35;0
122.0;17;26;2;0.30000001192092896;0.05999999865889549;0.5657598376274109;0.08127162605524063;0.0439910888671875;198;0.30582892894744873;0.07494322210550308;0;0;0;2;0
123.0;5;18;21;0.5384615659713745;0.5384615659713745;0.5295815467834473;0.5295815467834473;0.5459976196289062;2080;0.5385810732841492;0.5385810732841492;0;0;0;56;0
123.0;17;26;18;0.4615384638309479;0.4615384638309479;0.4704184830188751;0.4704184830188751;0.4850006103515625;1782;0.4614189565181732;0.4614189565181732;0;0;0;20;0
124.0;17;26;20;0.5263158082962036;0.5263158082962036;0.5385427474975586;0.5385427474975586;0.5450057983398438;1980;0.514018714427948;0.514018714427948;0;0;0;40;0
124.0;5;18;18;0.4736842215061188;0.4736842215061188;0.4614572823047638;0.4614572823047638;0.4669952392578125;1872;0.4859813153743744;0.4859813153743744;0;0;0;74;0
125.0;17;26;13;0.40625;0.5;0.41077327728271484;0.6077967286109924;0.44199371337890625;1287;0.3962438404560089;0.4876847267150879;0;0;0;53;0
125.0;5;18;16;0.5;0.5;0.39220330119132996;0.39220330119132996;0.4220123291015625;1664;0.5123152732849121;0.5123152732849121;0;0;0;90;0
